Year-Month,3 Month T-Bill Rate,Yield Curve Slope,Reer Change,Change Oil Price,CPI,Unemployment Rate Change
2006-02,0.13700008392333984,0.26799988746643066,0.0016042780748664054,-0.09584803440866008,-0.38782000000000005,0.02127659574468077
2006-03,0.007999897003173828,0.4350004196166992,0.00608649225840896,0.08500240056955222,-0.23484799999999995,-0.02083333333333326
2006-04,0.13500022888183594,0.08899927139282227,-0.002865633623434505,0.07879333958295609,0.18308599999999986,0.0
2006-05,0.06500005722045898,0.11400032043457031,-0.017775412453432726,-0.008208074018291267,0.6209320000000003,-0.021276595744680993
2006-06,0.14499998092651367,-0.05499982833862305,0.01571304724750755,0.037733236174224194,0.15209899999999976,0.0
2006-07,0.07499980926513672,-0.07999992370605469,-0.0003200682812333211,0.005677185048491129,-0.17342299999999966,0.021739130434782705
2006-08,-0.029999732971191406,-0.1510004997253418,-0.007363927427961547,-0.055645151945439175,-0.3266060000000004,0.0
2006-09,-0.14499998092651367,0.01600027084350586,-0.004085582195462956,-0.10461147260666304,-1.756363,-0.042553191489361764
2006-10,0.17999982833862305,-0.35199975967407227,-0.0021591277124041186,-0.06644413154211337,-0.7571530000000002,-0.022222222222222143
2006-11,-0.05000019073486328,0.0820002555847168,-0.012117277940062787,0.07491914796823029,0.668463,0.022727272727272707
2006-12,-0.004999637603759766,0.2069993019104004,-0.011718322199102071,-0.032947913763068604,0.5669659999999999,-0.022222222222222143
2007-01,0.08999967575073242,0.02100086212158203,0.013297872340425565,-0.04766584576213373,-0.46500699999999995,0.04545454545454519
2007-02,0.019999980926513672,-0.20600032806396484,-0.002405949256342965,0.06277952466798231,0.33955599999999997,-0.021739130434782483
2007-03,-0.09999990463256836,0.21799945831298828,0.0009866257399693268,0.06603013061340501,0.36358000000000024,-0.022222222222222143
2007-04,-0.1700000762939453,0.05200052261352539,-0.010294600810425991,-0.002429082365837276,-0.205082,0.022727272727272707
2007-05,-0.13499975204467773,0.22499942779541016,-0.004204935266128196,-0.025871206390625234,0.1171669999999998,-0.022222222222222143
2007-06,0.07999992370605469,-0.07199954986572266,-0.001111234581620102,0.10420243628097015,-0.003826000000000107,0.04545454545454519
2007-07,0.1399998664855957,-0.32200002670288086,-0.015352097007453547,0.10653648481585343,-0.32880699999999985,0.021739130434782705
2007-08,-0.8199999332427979,0.7260000705718994,-0.00045192633600732446,-0.05331796723896398,-0.38814799999999994,-0.021276595744680993
2007-09,-0.28999996185302734,-0.48800015449523926,-0.014355148637956283,0.10291737780062604,0.784969,0.021739130434782705
2007-10,0.11999988555908203,-0.5139999389648438,-0.021559633027523062,0.15760463556235726,0.781123,0.0
2007-11,-0.75,0.36699986457824707,-0.015119549929676457,-0.06156775383455171,0.7700279999999999,0.0
2007-12,0.07000017166137695,-0.757000207901001,0.0046411995715816,0.08195247827179197,-0.2249340000000002,0.06382978723404253
2008-01,-1.2700001001358032,0.9440003633499146,-0.006159677801468755,-0.04407171503425478,0.19902499999999979,0.0
2008-02,-0.08500003814697266,-1.290000081062317,-0.013706793802145456,0.10997271212959814,-0.25373799999999935,-0.019999999999999907
2008-03,-0.5099999904632568,0.3229999542236328,-0.015226586102719097,-0.0025529705045679307,-0.04510000000000014,0.04081632653061207
2008-04,0.06500005722045898,-0.247999906539917,-0.0028224322002698976,0.11695212678944888,-0.044566000000000106,-0.019607843137254832
2008-05,0.5099999904632568,-0.15799999237060547,0.007629830174747498,0.12242199455075897,0.23865300000000023,0.08000000000000007
2008-06,-0.14499998092651367,0.5880000591278076,0.006350757205666913,0.09933256126775314,0.846247,0.03703703703703698
2008-07,-0.0700000524520874,-0.07499992847442627,-0.005946601941747676,-0.11371427263532363,0.5783329999999998,0.03571428571428581
2008-08,0.05500006675720215,-0.29100024700164795,0.020144060554266874,-0.06947132994339322,-0.22826799999999992,0.051724137931034475
2008-09,-0.7900000810623169,0.8590000867843628,0.021182383915749003,-0.1283561390294281,-0.4349280000000002,0.0
2008-10,-0.4649999737739563,-0.18199998140335083,0.05636938942927472,-0.3262122618259027,-1.2817409999999998,0.06557377049180335
2008-11,-0.4150000028312206,-1.0629999823868275,0.010428222764588435,-0.1973159966840654,-2.585611,0.04615384615384621
2008-12,0.0950000025331974,-1.2230000644922256,-0.01679841897233203,-0.18059896703913758,-0.9781620999999999,0.07352941176470584
2009-01,0.10499999672174454,0.5900001488626003,0.01027359017308771,-0.06547081320282166,-0.06156640000000001,0.06849315068493156
2009-02,0.030000001192092896,0.2719997838139534,0.02708080026528137,0.07389630503373468,0.2063446,0.06410256410256432
2009-03,-0.04999999701976776,-0.2759999483823776,0.005811450710288435,0.10947278171638364,-0.6197473,0.04819277108433728
2009-04,-0.07500000298023224,0.4640001356601715,-0.0234324844853413,0.0293999011067001,-0.35332949999999996,0.034482758620689724
2009-05,0.004999995231628418,0.2609998434782028,-0.028158211898761887,0.29714395430541796,-0.5445503,0.04444444444444451
2009-06,0.050000011920928955,0.013000071048736572,-0.003945885005637084,0.053988869896900216,-0.14534000000000002,0.010638297872340496
2009-07,-0.005000010132789612,0.03299994766712189,-0.004301075268817178,-0.006295642370136023,-0.6703849999999998,0.0
2009-08,-0.04500000178813934,-0.05999991297721863,-0.013868364215073314,0.0073434436089399036,0.6128119999999999,0.010526315789473717
2009-09,-0.01499999314546585,-0.12400010973215103,-0.008876080691642585,0.009291045374286933,0.19814299999999996,0.02083333333333348
2009-10,-0.07000000029802322,0.14000004529953003,-0.014305652477320407,0.09049708730227168,1.1033576999999999,0.020408163265306145
2009-11,0.004999998956918716,-0.2659999839961529,-0.006843657817109161,0.0036363477830763102,2.0211443,-0.010000000000000009
2009-12,0.0,0.6469999589025974,-0.0007128430557206133,0.026915137990554783,0.8830350000000002,0.0
2010-01,0.019999999552965164,-0.2539999671280384,0.0032100820354297177,-0.08152723249675975,-0.0956220000000001,-0.010101010101010055
2010-02,0.04500000178813934,-0.03899994120001793,0.009243896657975759,0.092879741105093,-0.48237700000000006,0.0
2010-03,0.03500000387430191,0.2479999139904976,-0.005636449037106472,0.05146872063315344,0.17062700000000008,0.010204081632652962
2010-04,0.004999995231628418,-0.13999982923269272,-0.005432215399149842,0.028533898384592415,-0.07751200000000003,0.0
2010-05,-0.004999995231628418,-0.35199999809265137,0.029921633816195614,-0.14138131270394683,-0.2154609999999999,-0.030303030303030387
2010-06,0.019999995827674866,-0.37500013411045074,0.0071477980170624456,0.022441476346092504,-0.9676370000000001,-0.02083333333333326
2010-07,-0.030000001192092896,0.006000086665153503,-0.017284798534798584,0.043897921663274664,0.1818439999999999,0.0
2010-08,-0.004999995231628418,-0.4550000727176666,-0.010366919044845657,-0.08904368652357997,-0.08708800000000005,0.010638297872340496
2010-09,0.019999995827674866,0.01499997079372406,-0.01188794726930309,0.1119299674180716,-0.004421999999999926,0.0
2010-10,-0.04500000178813934,0.1600000262260437,-0.032042882668254835,0.018256834590302473,0.028505000000000003,-0.010526315789473606
2010-11,0.04999999701976776,0.08999994397163391,-0.0006153088850604505,0.03291170692781442,-0.029026999999999914,0.042553191489361764
2010-12,-0.044999994337558746,0.6030001267790794,0.006033739687230755,0.08643439056367908,0.3525619999999998,-0.05102040816326525
2011-01,0.0299999937415123,-0.0020000338554382324,-0.009669522643818929,0.008864141084858446,0.13612400000000013,-0.021505376344086113
2011-02,-0.009999990463256836,0.07599999755620956,-0.008280805833642324,0.05184942675682125,0.47573799999999977,-0.01098901098901095
2011-03,-0.04500000178813934,0.07499997317790985,-0.004486540378863424,0.10054655952627112,0.5740180000000001,0.0
2011-04,-0.05000000447034836,-0.15299998968839645,-0.013144717075613377,0.06755996066343695,0.4820280000000001,0.011111111111111072
2011-05,0.0,-0.29600005596876144,0.002029684130407272,-0.09856932613756364,0.4050150000000001,-0.01098901098901095
2011-06,-0.024999999441206455,0.13300003949552774,-0.00037979491074824345,-0.07088606616965898,-0.009818000000000104,0.011111111111111072
2011-07,0.07500000391155481,-0.4529999289661646,-0.006712259371833729,0.002934382568328342,0.06988799999999973,-0.01098901098901095
2011-08,-0.07500000391155481,-0.43700012378394604,0.005482595945428992,-0.07199581618978301,0.14249200000000029,0.0
2011-09,-0.004999999888241291,-0.3639999143779278,0.026883083946233954,-0.10820854492210985,0.09714899999999993,0.0
2011-10,-0.004999999888241291,0.25099992752075195,0.006050876759693624,0.17664149030594833,-0.34315700000000016,-0.022222222222222143
2011-11,0.009999999776482582,-0.12199987377971411,0.003927826193691031,0.07693956412817449,-0.13082199999999977,-0.022727272727272818
2011-12,-0.009999999776482582,-0.1770000271499157,0.0037901944002933785,-0.015245105320765284,-0.431959,-0.011627906976744096
2012-01,0.049999999813735485,-0.13200002629309893,-0.003410475030450666,-0.0035414192819646084,-0.03720200000000018,-0.0235294117647058
2012-02,0.020000003278255463,0.20799996983259916,-0.016132974822781643,0.08722579249674478,-0.05411799999999989,0.0
2012-03,-0.01000000536441803,0.2690000906586647,0.008944099378882076,-0.03782575010088085,-0.21970100000000015,-0.012048192771084487
2012-04,0.025000005960464478,-0.33600012958049774,0.004186161044077874,0.01795773795184008,-0.3486579999999999,0.0
2012-05,-0.030000004917383194,-0.2789999805390835,0.01790093182932795,-0.17488322196008432,-0.5984860000000001,0.0
2012-06,0.019999999552965164,0.028000064194202423,0.014092989641050435,-0.01814399303100256,-0.04025999999999996,0.0
2012-07,0.020000003278255463,-0.16700005903840065,-0.006532842380330139,0.036487741378608884,-0.2555430000000001,0.0
2012-08,-0.015000000596046448,0.10500005632638931,-0.006934481109516999,0.09550311032558789,0.2839280000000002,-0.012195121951219523
2012-09,0.005000002682209015,0.05499992519617081,-0.015169756802311696,-0.04436611096858112,0.2989029999999999,-0.03703703703703698
2012-10,0.01499999314546585,0.03900003433227539,-0.005867970660146771,-0.06454067057236923,0.17106200000000005,0.0
2012-11,-0.0299999937415123,-0.03500005602836609,0.00196753566158403,0.030960179319085457,-0.39820999999999995,-0.012820512820512775
2012-12,-0.04000000283122063,0.16000010445713997,-0.012027491408934776,0.03272968072044957,-0.02311200000000002,0.025974025974025983
2013-01,0.029999997466802597,0.1589999720454216,0.00248447204968949,0.06175123271390004,-0.1461570000000001,0.012658227848101111
2013-02,0.03500000387430191,-0.10200000926852226,0.008426270136307146,-0.05580054293993786,0.38305900000000004,-0.03749999999999998
